time,State,Value,Variable,Date,Month,Year,State_Code
2023-07-01,Colorado,53.8,Min Temperature,2023-07-01,7,2023,CO
2023-08-01,Colorado,53.0,Min Temperature,2023-08-01,8,2023,CO
2023-09-01,Colorado,44.8,Min Temperature,2023-09-01,9,2023,CO
2023-10-01,Colorado,32.6,Min Temperature,2023-10-01,10,2023,CO
2023-11-01,Colorado,22.7,Min Temperature,2023-11-01,11,2023,CO
2023-12-01,Colorado,18.1,Min Temperature,2023-12-01,12,2023,CO
2024-01-01,Colorado,13.0,Min Temperature,2024-01-01,1,2024,CO
2024-02-01,Colorado,19.4,Min Temperature,2024-02-01,2,2024,CO
2024-03-01,Colorado,23.1,Min Temperature,2024-03-01,3,2024,CO
2024-04-01,Colorado,30.9,Min Temperature,2024-04-01,4,2024,CO
2024-05-01,Colorado,36.8,Min Temperature,2024-05-01,5,2024,CO
2024-06-01,Colorado,51.3,Min Temperature,2024-06-01,6,2024,CO
2024-07-01,Colorado,52.6,Min Temperature,2024-07-01,7,2024,CO
2024-08-01,Colorado,53.4,Min Temperature,2024-08-01,8,2024,CO
2024-09-01,Colorado,45.7,Min Temperature,2024-09-01,9,2024,CO
2024-10-01,Colorado,37.3,Min Temperature,2024-10-01,10,2024,CO
2024-11-01,Colorado,21.2,Min Temperature,2024-11-01,11,2024,CO
2024-12-01,Colorado,18.9,Min Temperature,2024-12-01,12,2024,CO
2025-01-01,Colorado,7.8,Min Temperature,2025-01-01,1,2025,CO
2025-02-01,Colorado,17.0,Min Temperature,2025-02-01,2,2025,CO
2025-03-01,Colorado,25.3,Min Temperature,2025-03-01,3,2025,CO
2025-04-01,Colorado,29.6,Min Temperature,2025-04-01,4,2025,CO
2025-05-01,Colorado,38.5,Min Temperature,2025-05-01,5,2025,CO
2025-06-01,Colorado,49.1,Min Temperature,2025-06-01,6,2025,CO
2025-07-01,Colorado,53.6,Min Temperature,2025-07-01,7,2025,CO
2025-08-01,Colorado,52.6,Min Temperature,2025-08-01,8,2025,CO
2025-09-01,Colorado,45.1,Min Temperature,2025-09-01,9,2025,CO
2025-10-01,Colorado,35.5,Min Temperature,2025-10-01,10,2025,CO
2025-11-01,Colorado,27.4,Min Temperature,2025-11-01,11,2025,CO
2025-12-01,Colorado,22.5,Min Temperature,2025-12-01,12,2025,CO
2026-01-01,Colorado,15.8,Min Temperature,2026-01-01,1,2026,CO
2026-02-01,Colorado,22.3,Min Temperature,2026-02-01,2,2026,CO
2026-03-01,Colorado,30.8,Min Temperature,2026-03-01,3,2026,CO
1895-01-01,Connecticut,13.7,Min Temperature,1895-01-01,1,1895,CT
1895-02-01,Connecticut,8.4,Min Temperature,1895-02-01,2,1895,CT
1895-03-01,Connecticut,22.7,Min Temperature,1895-03-01,3,1895,CT
1895-04-01,Connecticut,33.6,Min Temperature,1895-04-01,4,1895,CT
1895-05-01,Connecticut,45.3,Min Temperature,1895-05-01,5,1895,CT
1895-06-01,Connecticut,56.2,Min Temperature,1895-06-01,6,1895,CT
1895-07-01,Connecticut,56.4,Min Temperature,1895-07-01,7,1895,CT
1895-08-01,Connecticut,57.8,Min Temperature,1895-08-01,8,1895,CT
1895-09-01,Connecticut,51.2,Min Temperature,1895-09-01,9,1895,CT
1895-10-01,Connecticut,33.9,Min Temperature,1895-10-01,10,1895,CT
1895-11-01,Connecticut,31.6,Min Temperature,1895-11-01,11,1895,CT
1895-12-01,Connecticut,22.6,Min Temperature,1895-12-01,12,1895,CT
1896-01-01,Connecticut,12.5,Min Temperature,1896-01-01,1,1896,CT
1896-02-01,Connecticut,16.7,Min Temperature,1896-02-01,2,1896,CT
1896-03-01,Connecticut,19.4,Min Temperature,1896-03-01,3,1896,CT
1896-04-01,Connecticut,35.0,Min Temperature,1896-04-01,4,1896,CT
1896-05-01,Connecticut,47.7,Min Temperature,1896-05-01,5,1896,CT
1896-06-01,Connecticut,52.9,Min Temperature,1896-06-01,6,1896,CT
1896-07-01,Connecticut,61.2,Min Temperature,1896-07-01,7,1896,CT
1896-08-01,Connecticut,58.7,Min Temperature,1896-08-01,8,1896,CT
1896-09-01,Connecticut,49.6,Min Temperature,1896-09-01,9,1896,CT
1896-10-01,Connecticut,37.9,Min Temperature,1896-10-01,10,1896,CT
1896-11-01,Connecticut,33.2,Min Temperature,1896-11-01,11,1896,CT
1896-12-01,Connecticut,17.0,Min Temperature,1896-12-01,12,1896,CT
1897-01-01,Connecticut,15.4,Min Temperature,1897-01-01,1,1897,CT
1897-02-01,Connecticut,17.7,Min Temperature,1897-02-01,2,1897,CT
1897-03-01,Connecticut,25.4,Min Temperature,1897-03-01,3,1897,CT
1897-04-01,Connecticut,34.2,Min Temperature,1897-04-01,4,1897,CT
1897-05-01,Connecticut,45.7,Min Temperature,1897-05-01,5,1897,CT
1897-06-01,Connecticut,50.9,Min Temperature,1897-06-01,6,1897,CT
1897-07-01,Connecticut,61.8,Min Temperature,1897-07-01,7,1897,CT
1897-08-01,Connecticut,56.9,Min Temperature,1897-08-01,8,1897,CT
1897-09-01,Connecticut,48.9,Min Temperature,1897-09-01,9,1897,CT
1897-10-01,Connecticut,39.2,Min Temperature,1897-10-01,10,1897,CT
1897-11-01,Connecticut,29.6,Min Temperature,1897-11-01,11,1897,CT
1897-12-01,Connecticut,22.6,Min Temperature,1897-12-01,12,1897,CT
1898-01-01,Connecticut,16.6,Min Temperature,1898-01-01,1,1898,CT
1898-02-01,Connecticut,18.7,Min Temperature,1898-02-01,2,1898,CT
1898-03-01,Connecticut,30.2,Min Temperature,1898-03-01,3,1898,CT
1898-04-01,Connecticut,33.2,Min Temperature,1898-04-01,4,1898,CT
1898-05-01,Connecticut,45.0,Min Temperature,1898-05-01,5,1898,CT
1898-06-01,Connecticut,54.8,Min Temperature,1898-06-01,6,1898,CT
1898-07-01,Connecticut,60.3,Min Temperature,1898-07-01,7,1898,CT
1898-08-01,Connecticut,60.8,Min Temperature,1898-08-01,8,1898,CT
1898-09-01,Connecticut,52.4,Min Temperature,1898-09-01,9,1898,CT
1898-10-01,Connecticut,41.9,Min Temperature,1898-10-01,10,1898,CT
1898-11-01,Connecticut,28.6,Min Temperature,1898-11-01,11,1898,CT
1898-12-01,Connecticut,19.5,Min Temperature,1898-12-01,12,1898,CT
1899-01-01,Connecticut,14.4,Min Temperature,1899-01-01,1,1899,CT
1899-02-01,Connecticut,13.3,Min Temperature,1899-02-01,2,1899,CT
1899-03-01,Connecticut,23.6,Min Temperature,1899-03-01,3,1899,CT
1899-04-01,Connecticut,33.0,Min Temperature,1899-04-01,4,1899,CT
1899-05-01,Connecticut,44.1,Min Temperature,1899-05-01,5,1899,CT
1899-06-01,Connecticut,55.4,Min Temperature,1899-06-01,6,1899,CT
1899-07-01,Connecticut,58.4,Min Temperature,1899-07-01,7,1899,CT
1899-08-01,Connecticut,56.4,Min Temperature,1899-08-01,8,1899,CT
1899-09-01,Connecticut,48.5,Min Temperature,1899-09-01,9,1899,CT
1899-10-01,Connecticut,41.6,Min Temperature,1899-10-01,10,1899,CT
1899-11-01,Connecticut,28.5,Min Temperature,1899-11-01,11,1899,CT
1899-12-01,Connecticut,22.0,Min Temperature,1899-12-01,12,1899,CT
1900-01-01,Connecticut,15.8,Min Temperature,1900-01-01,1,1900,CT
1900-02-01,Connecticut,15.7,Min Temperature,1900-02-01,2,1900,CT
1900-03-01,Connecticut,19.6,Min Temperature,1900-03-01,3,1900,CT
1900-04-01,Connecticut,35.1,Min Temperature,1900-04-01,4,1900,CT
1900-05-01,Connecticut,42.3,Min Temperature,1900-05-01,5,1900,CT
1900-06-01,Connecticut,54.4,Min Temperature,1900-06-01,6,1900,CT
1900-07-01,Connecticut,60.3,Min Temperature,1900-07-01,7,1900,CT
1900-08-01,Connecticut,59.5,Min Temperature,1900-08-01,8,1900,CT
1900-09-01,Connecticut,53.0,Min Temperature,1900-09-01,9,1900,CT
1900-10-01,Connecticut,45.1,Min Temperature,1900-10-01,10,1900,CT
1900-11-01,Connecticut,32.1,Min Temperature,1900-11-01,11,1900,CT
1900-12-01,Connecticut,19.4,Min Temperature,1900-12-01,12,1900,CT
1901-01-01,Connecticut,15.5,Min Temperature,1901-01-01,1,1901,CT
1901-02-01,Connecticut,10.8,Min Temperature,1901-02-01,2,1901,CT
1901-03-01,Connecticut,24.4,Min Temperature,1901-03-01,3,1901,CT
1901-04-01,Connecticut,36.5,Min Temperature,1901-04-01,4,1901,CT
1901-05-01,Connecticut,44.5,Min Temperature,1901-05-01,5,1901,CT
1901-06-01,Connecticut,54.4,Min Temperature,1901-06-01,6,1901,CT
1901-07-01,Connecticut,62.7,Min Temperature,1901-07-01,7,1901,CT
1901-08-01,Connecticut,59.5,Min Temperature,1901-08-01,8,1901,CT
1901-09-01,Connecticut,51.3,Min Temperature,1901-09-01,9,1901,CT
1901-10-01,Connecticut,37.8,Min Temperature,1901-10-01,10,1901,CT
1901-11-01,Connecticut,24.8,Min Temperature,1901-11-01,11,1901,CT
1901-12-01,Connecticut,19.0,Min Temperature,1901-12-01,12,1901,CT
1902-01-01,Connecticut,13.5,Min Temperature,1902-01-01,1,1902,CT
1902-02-01,Connecticut,15.0,Min Temperature,1902-02-01,2,1902,CT
1902-03-01,Connecticut,30.4,Min Temperature,1902-03-01,3,1902,CT
1902-04-01,Connecticut,35.2,Min Temperature,1902-04-01,4,1902,CT
1902-05-01,Connecticut,43.7,Min Temperature,1902-05-01,5,1902,CT
1902-06-01,Connecticut,51.9,Min Temperature,1902-06-01,6,1902,CT
1902-07-01,Connecticut,57.3,Min Temperature,1902-07-01,7,1902,CT
1902-08-01,Connecticut,54.8,Min Temperature,1902-08-01,8,1902,CT
1902-09-01,Connecticut,50.9,Min Temperature,1902-09-01,9,1902,CT
1902-10-01,Connecticut,40.6,Min Temperature,1902-10-01,10,1902,CT
1902-11-01,Connecticut,33.7,Min Temperature,1902-11-01,11,1902,CT
1902-12-01,Connecticut,15.6,Min Temperature,1902-12-01,12,1902,CT
1903-01-01,Connecticut,15.9,Min Temperature,1903-01-01,1,1903,CT
1903-02-01,Connecticut,18.3,Min Temperature,1903-02-01,2,1903,CT
1903-03-01,Connecticut,32.7,Min Temperature,1903-03-01,3,1903,CT
1903-04-01,Connecticut,35.1,Min Temperature,1903-04-01,4,1903,CT
1903-05-01,Connecticut,44.7,Min Temperature,1903-05-01,5,1903,CT
1903-06-01,Connecticut,50.3,Min Temperature,1903-06-01,6,1903,CT
1903-07-01,Connecticut,58.8,Min Temperature,1903-07-01,7,1903,CT
1903-08-01,Connecticut,52.8,Min Temperature,1903-08-01,8,1903,CT
1903-09-01,Connecticut,49.4,Min Temperature,1903-09-01,9,1903,CT
1903-10-01,Connecticut,41.2,Min Temperature,1903-10-01,10,1903,CT
1903-11-01,Connecticut,25.5,Min Temperature,1903-11-01,11,1903,CT
1903-12-01,Connecticut,13.9,Min Temperature,1903-12-01,12,1903,CT
1904-01-01,Connecticut,7.0,Min Temperature,1904-01-01,1,1904,CT
1904-02-01,Connecticut,8.2,Min Temperature,1904-02-01,2,1904,CT
1904-03-01,Connecticut,22.5,Min Temperature,1904-03-01,3,1904,CT
1904-04-01,Connecticut,31.6,Min Temperature,1904-04-01,4,1904,CT
1904-05-01,Connecticut,46.8,Min Temperature,1904-05-01,5,1904,CT
1904-06-01,Connecticut,52.6,Min Temperature,1904-06-01,6,1904,CT
1904-07-01,Connecticut,59.2,Min Temperature,1904-07-01,7,1904,CT
1904-08-01,Connecticut,55.9,Min Temperature,1904-08-01,8,1904,CT
1904-09-01,Connecticut,49.3,Min Temperature,1904-09-01,9,1904,CT
1904-10-01,Connecticut,35.8,Min Temperature,1904-10-01,10,1904,CT
1904-11-01,Connecticut,25.1,Min Temperature,1904-11-01,11,1904,CT
1904-12-01,Connecticut,12.2,Min Temperature,1904-12-01,12,1904,CT
1905-01-01,Connecticut,12.2,Min Temperature,1905-01-01,1,1905,CT
1905-02-01,Connecticut,7.8,Min Temperature,1905-02-01,2,1905,CT
1905-03-01,Connecticut,22.9,Min Temperature,1905-03-01,3,1905,CT
1905-04-01,Connecticut,33.6,Min Temperature,1905-04-01,4,1905,CT
1905-05-01,Connecticut,45.1,Min Temperature,1905-05-01,5,1905,CT
1905-06-01,Connecticut,52.6,Min Temperature,1905-06-01,6,1905,CT
1905-07-01,Connecticut,60.8,Min Temperature,1905-07-01,7,1905,CT
1905-08-01,Connecticut,55.7,Min Temperature,1905-08-01,8,1905,CT
1905-09-01,Connecticut,50.1,Min Temperature,1905-09-01,9,1905,CT
1905-10-01,Connecticut,39.4,Min Temperature,1905-10-01,10,1905,CT
1905-11-01,Connecticut,26.4,Min Temperature,1905-11-01,11,1905,CT
1905-12-01,Connecticut,21.6,Min Temperature,1905-12-01,12,1905,CT
1906-01-01,Connecticut,21.2,Min Temperature,1906-01-01,1,1906,CT
1906-02-01,Connecticut,15.1,Min Temperature,1906-02-01,2,1906,CT
1906-03-01,Connecticut,19.6,Min Temperature,1906-03-01,3,1906,CT
1906-04-01,Connecticut,33.7,Min Temperature,1906-04-01,4,1906,CT
1906-05-01,Connecticut,44.6,Min Temperature,1906-05-01,5,1906,CT
1906-06-01,Connecticut,54.2,Min Temperature,1906-06-01,6,1906,CT
1906-07-01,Connecticut,59.9,Min Temperature,1906-07-01,7,1906,CT
1906-08-01,Connecticut,60.7,Min Temperature,1906-08-01,8,1906,CT
1906-09-01,Connecticut,52.0,Min Temperature,1906-09-01,9,1906,CT
1906-10-01,Connecticut,40.3,Min Temperature,1906-10-01,10,1906,CT
1906-11-01,Connecticut,29.6,Min Temperature,1906-11-01,11,1906,CT
1906-12-01,Connecticut,16.6,Min Temperature,1906-12-01,12,1906,CT
1907-01-01,Connecticut,14.8,Min Temperature,1907-01-01,1,1907,CT
1907-02-01,Connecticut,6.1,Min Temperature,1907-02-01,2,1907,CT
1907-03-01,Connecticut,25.0,Min Temperature,1907-03-01,3,1907,CT
1907-04-01,Connecticut,30.4,Min Temperature,1907-04-01,4,1907,CT
1907-05-01,Connecticut,40.0,Min Temperature,1907-05-01,5,1907,CT
1907-06-01,Connecticut,50.4,Min Temperature,1907-06-01,6,1907,CT
1907-07-01,Connecticut,58.9,Min Temperature,1907-07-01,7,1907,CT
1907-08-01,Connecticut,55.0,Min Temperature,1907-08-01,8,1907,CT
1907-09-01,Connecticut,53.3,Min Temperature,1907-09-01,9,1907,CT
1907-10-01,Connecticut,34.6,Min Temperature,1907-10-01,10,1907,CT
1907-11-01,Connecticut,30.3,Min Temperature,1907-11-01,11,1907,CT
1907-12-01,Connecticut,23.7,Min Temperature,1907-12-01,12,1907,CT
1908-01-01,Connecticut,16.8,Min Temperature,1908-01-01,1,1908,CT
1908-02-01,Connecticut,11.7,Min Temperature,1908-02-01,2,1908,CT
1908-03-01,Connecticut,25.7,Min Temperature,1908-03-01,3,1908,CT
1908-04-01,Connecticut,34.4,Min Temperature,1908-04-01,4,1908,CT
1908-05-01,Connecticut,47.8,Min Temperature,1908-05-01,5,1908,CT
1908-06-01,Connecticut,54.6,Min Temperature,1908-06-01,6,1908,CT
1908-07-01,Connecticut,61.8,Min Temperature,1908-07-01,7,1908,CT
1908-08-01,Connecticut,57.1,Min Temperature,1908-08-01,8,1908,CT
1908-09-01,Connecticut,51.6,Min Temperature,1908-09-01,9,1908,CT
1908-10-01,Connecticut,41.6,Min Temperature,1908-10-01,10,1908,CT
1908-11-01,Connecticut,29.7,Min Temperature,1908-11-01,11,1908,CT
1908-12-01,Connecticut,20.0,Min Temperature,1908-12-01,12,1908,CT
1909-01-01,Connecticut,18.1,Min Temperature,1909-01-01,1,1909,CT
1909-02-01,Connecticut,20.8,Min Temperature,1909-02-01,2,1909,CT
1909-03-01,Connecticut,24.2,Min Temperature,1909-03-01,3,1909,CT
1909-04-01,Connecticut,34.0,Min Temperature,1909-04-01,4,1909,CT
1909-05-01,Connecticut,44.6,Min Temperature,1909-05-01,5,1909,CT
1909-06-01,Connecticut,55.2,Min Temperature,1909-06-01,6,1909,CT
1909-07-01,Connecticut,56.5,Min Temperature,1909-07-01,7,1909,CT
1909-08-01,Connecticut,54.8,Min Temperature,1909-08-01,8,1909,CT
1909-09-01,Connecticut,49.6,Min Temperature,1909-09-01,9,1909,CT
1909-10-01,Connecticut,37.1,Min Temperature,1909-10-01,10,1909,CT
1909-11-01,Connecticut,32.9,Min Temperature,1909-11-01,11,1909,CT
1909-12-01,Connecticut,17.9,Min Temperature,1909-12-01,12,1909,CT
1910-01-01,Connecticut,17.1,Min Temperature,1910-01-01,1,1910,CT
1910-02-01,Connecticut,15.7,Min Temperature,1910-02-01,2,1910,CT
1910-03-01,Connecticut,28.0,Min Temperature,1910-03-01,3,1910,CT
1910-04-01,Connecticut,37.5,Min Temperature,1910-04-01,4,1910,CT
1910-05-01,Connecticut,44.7,Min Temperature,1910-05-01,5,1910,CT
1910-06-01,Connecticut,52.8,Min Temperature,1910-06-01,6,1910,CT
1910-07-01,Connecticut,60.0,Min Temperature,1910-07-01,7,1910,CT
1910-08-01,Connecticut,55.6,Min Temperature,1910-08-01,8,1910,CT
1910-09-01,Connecticut,50.5,Min Temperature,1910-09-01,9,1910,CT
1910-10-01,Connecticut,41.0,Min Temperature,1910-10-01,10,1910,CT
1910-11-01,Connecticut,28.5,Min Temperature,1910-11-01,11,1910,CT
1910-12-01,Connecticut,13.4,Min Temperature,1910-12-01,12,1910,CT
1911-01-01,Connecticut,18.8,Min Temperature,1911-01-01,1,1911,CT
1911-02-01,Connecticut,15.1,Min Temperature,1911-02-01,2,1911,CT
1911-03-01,Connecticut,21.5,Min Temperature,1911-03-01,3,1911,CT
1911-04-01,Connecticut,30.8,Min Temperature,1911-04-01,4,1911,CT
1911-05-01,Connecticut,48.8,Min Temperature,1911-05-01,5,1911,CT
1911-06-01,Connecticut,53.5,Min Temperature,1911-06-01,6,1911,CT
1911-07-01,Connecticut,60.9,Min Temperature,1911-07-01,7,1911,CT
1911-08-01,Connecticut,56.6,Min Temperature,1911-08-01,8,1911,CT
1911-09-01,Connecticut,49.9,Min Temperature,1911-09-01,9,1911,CT
1911-10-01,Connecticut,38.6,Min Temperature,1911-10-01,10,1911,CT
1911-11-01,Connecticut,27.2,Min Temperature,1911-11-01,11,1911,CT
1911-12-01,Connecticut,25.4,Min Temperature,1911-12-01,12,1911,CT
1912-01-01,Connecticut,6.4,Min Temperature,1912-01-01,1,1912,CT
1912-02-01,Connecticut,12.6,Min Temperature,1912-02-01,2,1912,CT
1912-03-01,Connecticut,21.4,Min Temperature,1912-03-01,3,1912,CT
1912-04-01,Connecticut,34.0,Min Temperature,1912-04-01,4,1912,CT
1912-05-01,Connecticut,45.7,Min Temperature,1912-05-01,5,1912,CT
1912-06-01,Connecticut,50.9,Min Temperature,1912-06-01,6,1912,CT
1912-07-01,Connecticut,59.0,Min Temperature,1912-07-01,7,1912,CT
1912-08-01,Connecticut,55.1,Min Temperature,1912-08-01,8,1912,CT
1912-09-01,Connecticut,50.6,Min Temperature,1912-09-01,9,1912,CT
1912-10-01,Connecticut,40.6,Min Temperature,1912-10-01,10,1912,CT
1912-11-01,Connecticut,31.1,Min Temperature,1912-11-01,11,1912,CT
1912-12-01,Connecticut,24.6,Min Temperature,1912-12-01,12,1912,CT
1913-01-01,Connecticut,24.4,Min Temperature,1913-01-01,1,1913,CT
1913-02-01,Connecticut,13.5,Min Temperature,1913-02-01,2,1913,CT
1913-03-01,Connecticut,28.5,Min Temperature,1913-03-01,3,1913,CT
1913-04-01,Connecticut,36.0,Min Temperature,1913-04-01,4,1913,CT
1913-05-01,Connecticut,43.6,Min Temperature,1913-05-01,5,1913,CT
1913-06-01,Connecticut,52.3,Min Temperature,1913-06-01,6,1913,CT
1913-07-01,Connecticut,58.5,Min Temperature,1913-07-01,7,1913,CT
1913-08-01,Connecticut,56.3,Min Temperature,1913-08-01,8,1913,CT
1913-09-01,Connecticut,48.1,Min Temperature,1913-09-01,9,1913,CT
1913-10-01,Connecticut,45.8,Min Temperature,1913-10-01,10,1913,CT
1913-11-01,Connecticut,32.2,Min Temperature,1913-11-01,11,1913,CT
1913-12-01,Connecticut,23.5,Min Temperature,1913-12-01,12,1913,CT
1914-01-01,Connecticut,15.4,Min Temperature,1914-01-01,1,1914,CT
1914-02-01,Connecticut,8.9,Min Temperature,1914-02-01,2,1914,CT
1914-03-01,Connecticut,23.5,Min Temperature,1914-03-01,3,1914,CT
1914-04-01,Connecticut,32.1,Min Temperature,1914-04-01,4,1914,CT
1914-05-01,Connecticut,46.2,Min Temperature,1914-05-01,5,1914,CT
1914-06-01,Connecticut,52.3,Min Temperature,1914-06-01,6,1914,CT
1914-07-01,Connecticut,57.2,Min Temperature,1914-07-01,7,1914,CT
1914-08-01,Connecticut,58.7,Min Temperature,1914-08-01,8,1914,CT
1914-09-01,Connecticut,47.7,Min Temperature,1914-09-01,9,1914,CT
1914-10-01,Connecticut,42.8,Min Temperature,1914-10-01,10,1914,CT
1914-11-01,Connecticut,27.9,Min Temperature,1914-11-01,11,1914,CT
1914-12-01,Connecticut,17.9,Min Temperature,1914-12-01,12,1914,CT
1915-01-01,Connecticut,19.6,Min Temperature,1915-01-01,1,1915,CT
1915-02-01,Connecticut,20.7,Min Temperature,1915-02-01,2,1915,CT
1915-03-01,Connecticut,21.7,Min Temperature,1915-03-01,3,1915,CT
1915-04-01,Connecticut,36.9,Min Temperature,1915-04-01,4,1915,CT
1915-05-01,Connecticut,42.5,Min Temperature,1915-05-01,5,1915,CT
1915-06-01,Connecticut,51.9,Min Temperature,1915-06-01,6,1915,CT
1915-07-01,Connecticut,58.6,Min Temperature,1915-07-01,7,1915,CT
1915-08-01,Connecticut,56.7,Min Temperature,1915-08-01,8,1915,CT
1915-09-01,Connecticut,53.0,Min Temperature,1915-09-01,9,1915,CT
1915-10-01,Connecticut,41.1,Min Temperature,1915-10-01,10,1915,CT
1915-11-01,Connecticut,30.6,Min Temperature,1915-11-01,11,1915,CT
1915-12-01,Connecticut,19.9,Min Temperature,1915-12-01,12,1915,CT
1916-01-01,Connecticut,19.0,Min Temperature,1916-01-01,1,1916,CT
1916-02-01,Connecticut,12.1,Min Temperature,1916-02-01,2,1916,CT
1916-03-01,Connecticut,17.1,Min Temperature,1916-03-01,3,1916,CT
1916-04-01,Connecticut,33.8,Min Temperature,1916-04-01,4,1916,CT
1916-05-01,Connecticut,45.0,Min Temperature,1916-05-01,5,1916,CT
1916-06-01,Connecticut,50.8,Min Temperature,1916-06-01,6,1916,CT
1916-07-01,Connecticut,61.8,Min Temperature,1916-07-01,7,1916,CT
1916-08-01,Connecticut,58.2,Min Temperature,1916-08-01,8,1916,CT
1916-09-01,Connecticut,49.9,Min Temperature,1916-09-01,9,1916,CT
1916-10-01,Connecticut,39.2,Min Temperature,1916-10-01,10,1916,CT
1916-11-01,Connecticut,28.5,Min Temperature,1916-11-01,11,1916,CT
1916-12-01,Connecticut,21.1,Min Temperature,1916-12-01,12,1916,CT
1917-01-01,Connecticut,16.3,Min Temperature,1917-01-01,1,1917,CT
1917-02-01,Connecticut,12.4,Min Temperature,1917-02-01,2,1917,CT
1917-03-01,Connecticut,24.8,Min Temperature,1917-03-01,3,1917,CT
1917-04-01,Connecticut,32.5,Min Temperature,1917-04-01,4,1917,CT
1917-05-01,Connecticut,39.0,Min Temperature,1917-05-01,5,1917,CT
1917-06-01,Connecticut,54.7,Min Temperature,1917-06-01,6,1917,CT
1917-07-01,Connecticut,61.1,Min Temperature,1917-07-01,7,1917,CT
1917-08-01,Connecticut,59.9,Min Temperature,1917-08-01,8,1917,CT
1917-09-01,Connecticut,45.4,Min Temperature,1917-09-01,9,1917,CT
1917-10-01,Connecticut,36.1,Min Temperature,1917-10-01,10,1917,CT
1917-11-01,Connecticut,24.2,Min Temperature,1917-11-01,11,1917,CT
1917-12-01,Connecticut,10.1,Min Temperature,1917-12-01,12,1917,CT
1918-01-01,Connecticut,6.4,Min Temperature,1918-01-01,1,1918,CT
1918-02-01,Connecticut,11.6,Min Temperature,1918-02-01,2,1918,CT
1918-03-01,Connecticut,24.2,Min Temperature,1918-03-01,3,1918,CT
1918-04-01,Connecticut,33.6,Min Temperature,1918-04-01,4,1918,CT
1918-05-01,Connecticut,48.3,Min Temperature,1918-05-01,5,1918,CT
1918-06-01,Connecticut,50.8,Min Temperature,1918-06-01,6,1918,CT
1918-07-01,Connecticut,58.0,Min Temperature,1918-07-01,7,1918,CT
1918-08-01,Connecticut,58.6,Min Temperature,1918-08-01,8,1918,CT
1918-09-01,Connecticut,46.8,Min Temperature,1918-09-01,9,1918,CT
1918-10-01,Connecticut,41.1,Min Temperature,1918-10-01,10,1918,CT
1918-11-01,Connecticut,30.4,Min Temperature,1918-11-01,11,1918,CT
1918-12-01,Connecticut,22.3,Min Temperature,1918-12-01,12,1918,CT
1919-01-01,Connecticut,20.1,Min Temperature,1919-01-01,1,1919,CT
1919-02-01,Connecticut,19.5,Min Temperature,1919-02-01,2,1919,CT
1919-03-01,Connecticut,27.8,Min Temperature,1919-03-01,3,1919,CT
1919-04-01,Connecticut,33.5,Min Temperature,1919-04-01,4,1919,CT
1919-05-01,Connecticut,45.1,Min Temperature,1919-05-01,5,1919,CT
1919-06-01,Connecticut,55.0,Min Temperature,1919-06-01,6,1919,CT
1919-07-01,Connecticut,60.2,Min Temperature,1919-07-01,7,1919,CT
1919-08-01,Connecticut,55.5,Min Temperature,1919-08-01,8,1919,CT
1919-09-01,Connecticut,50.8,Min Temperature,1919-09-01,9,1919,CT
1919-10-01,Connecticut,42.5,Min Temperature,1919-10-01,10,1919,CT
1919-11-01,Connecticut,29.9,Min Temperature,1919-11-01,11,1919,CT
1919-12-01,Connecticut,14.5,Min Temperature,1919-12-01,12,1919,CT
1920-01-01,Connecticut,7.2,Min Temperature,1920-01-01,1,1920,CT
1920-02-01,Connecticut,12.9,Min Temperature,1920-02-01,2,1920,CT
1920-03-01,Connecticut,23.7,Min Temperature,1920-03-01,3,1920,CT
1920-04-01,Connecticut,32.5,Min Temperature,1920-04-01,4,1920,CT
1920-05-01,Connecticut,42.0,Min Temperature,1920-05-01,5,1920,CT
1920-06-01,Connecticut,52.7,Min Temperature,1920-06-01,6,1920,CT
1920-07-01,Connecticut,57.6,Min Temperature,1920-07-01,7,1920,CT
1920-08-01,Connecticut,59.7,Min Temperature,1920-08-01,8,1920,CT
1920-09-01,Connecticut,51.8,Min Temperature,1920-09-01,9,1920,CT
